filename,type,duration
KM_WbR_SHAKER_11.wav,unknown,15.61
KM_WbR_TEXTURE_01.wav,unknown,12.683
PML_Organica_3_PercLoop_122BPM_023.wav,perc,3.934
PML_Organica_3_PercLoop_122BPM_037.wav,perc,3.934
KM_WbR_TALKING_04.wav,unknown,7.805
PML_DPV8_SV_Kick_030_A.wav,kick,0.469
KM_WbR_KICK_NWR_ATT_02.wav,kick,3.902
KM_WbR_SHAKS_SYS_50.wav,unknown,0.976
KM_WbR_SHAKS_SYS_44.wav,unknown,1.951
KM_WbR_TALKING_10.wav,unknown,7.805
KM_WbR_TAMB_01.wav,unknown,15.61
PML_Organica_3_BongoLoop_122BPM_035.wav,loop,7.869
KM_WbR_FX_OVER_STRESS_01.wav,fx,19.672
PML_Organica_3_Tom_2_c.wav,tom,0.642
PML_Organica_3_BongoLoop_122BPM_021.wav,loop,7.869
PML_Organica_3_Clap_008.wav,clap,0.329
PML_Organica_3_BongoLoop_122BPM_009.wav,loop,7.869
PML_Organica_3_Clap_020.wav,clap,0.495
PML_AH_Snare_Loop_001_121BPM.wav,snare,7.934
PML_DPV8_SV_Tom_040.wav,tom,1.579
PML_Organica_3_SnareLoop_122BPM_003.wav,snare,3.934
PML_Organica_3_HatLoop_122BPM_022.wav,hat,3.934
KM_WbR_SC1_50.wav,unknown,1.951
PML_DPV8_SV_FX_011_125BPM_Gmin.wav,fx,4.8
KM_WbR_SC1_44.wav,unknown,3.902
PML_DPV8_ZM_Hat_010.wav,hat,0.339
PML_Organica_3_Tonal_OneShot_ 014_G.wav,unknown,3.364
PML_DPV8_ZM_Hat_004.wav,hat,0.674
PML_DPV8_SV_Shaker_003.wav,unknown,0.458
PML_Organica_3_LayeredPercussion_010.wav,perc,0.555
PML_DPV8_YM_Clap_010.wav,clap,0.5
PML_DPV8_YM_Shaker_003.wav,unknown,0.5
PML_BOEHMER_PERC_008.wav,perc,0.372
PML_DPV8_YM_Clap_004.wav,clap,0.4
PML_DPV8_ZM_Hat_038.wav,hat,0.243
PML_Organica_3_LayeredPercussion_004.wav,perc,0.31
PML_BOEHMER_HATLOOP_019_122BPM.wav,hat,15.738
PML_DPV8_ZM_FX_008.wav,fx,0.605
PML_Organica_3_SmallPercLoop_122BPM_012.wav,perc,7.869
PML_Organica_3_Kick_005.wav,kick,0.47
PML_Organica_3_SmallPercLoop_122BPM_006.wav,perc,3.934
PML_Organica_3_Kick_011.wav,kick,0.369
PML_DPV8_SV_FX_025_128BPM_F#min.wav,fx,7.5
PML_Organica_3_TambourineLoop_122BPM_019.wav,loop,3.934
PML_Organica_3_TambourineLoop_122BPM_031.wav,loop,3.934
PML_DPV8_ZM_FX_034.wav,fx,0.339
PML_DPV8_ZM_FX_020.wav,fx,0.341
PML_Organica_3_TambourineLoop_122BPM_025.wav,loop,3.934
PML_Organica_3_TimbaleLoop_122BPM_004.wav,loop,7.869
PML_DPV8_JS_Clap_020.wav,clap,0.5
PML_Organica_3_TimbaleLoop_122BPM_010.wav,loop,7.869
PML_DPV8_JS_Closed_Hat_019.wav,hat,0.25
KM_WbR_HATS_SC1_03.wav,hat,3.902
PML_DPV8_SV_Hat_029.wav,hat,0.167
PML_Organica_3_CajitaLoop_122BPM_003.wav,loop,7.869
PML_DPV8_SV_Hat_001.wav,hat,0.168
PML_DPV8_SV_Hat_015.wav,hat,0.472
PML_DPV8_JS_Clap_008.wav,clap,0.5
PML_AH_Bass_015_120BPM_Gm.wav,bass,8.0
PML_Organica_3_CongaFill_122BPM_027.wav,unknown,2.951
PML_Organica_3_CongaLoop_122BPM_042.wav,loop,7.869
KM_WbR_HATS_D_02.wav,hat,7.805
KM_WbR_SY_04.wav,unknown,3.902
PML_DPV8_SV_Perc_022.wav,perc,3.794
PML_DPV8_SV_Perc_036.wav,perc,0.488
PML_BOEHMER_TOPLOOP_005_124BPM.wav,loop,3.871
KM_WbR_ZEN_BEAT.wav,unknown,7.805
PML_DPV8_ZM_Clap_001.wav,clap,1.351
KM_WbR_TOM_14.wav,tom,1.0
KM_WbR_SHAK_23.wav,unknown,3.902
PML_DPV8_ZM_Clap_039.wav,clap,0.842
PML_Organica_3_CongaLoop_122BPM_052.wav,loop,7.869
KM_WbR_HATS_D_12.wav,hat,7.805
PML_DPV8_SV_Perc_032.wav,perc,0.571
PML_DPV8_SV_Perc_026.wav,perc,0.156
KM_WbR_HATS_D_06.wav,hat,7.805
PML_Organica_3_CongaLoop_122BPM_046.wav,loop,7.869
PML_DPV8_YM_Hat_008.wav,hat,0.154
KM_WbR_SHAK_27.wav,unknown,3.902
KM_WbR_TOM_10.wav,tom,1.0
PML_DPV8_ZM_Clap_005.wav,clap,0.334
KM_WbR_TOM_04.wav,tom,1.0
KM_WbR_SNARE_NWR.wav,snare,1.098
KM_WbR_HATS_SC1_07.wav,hat,3.902
PML_Organica_3_TimbaleLoop_122BPM_014.wav,loop,7.869
PML_DPV8_JS_Closed_Hat_009.wav,hat,0.25
PML_Organica_3_CongaFill_122BPM_023.wav,unknown,2.951
PML_Organica_3_TimbaleLoop_122BPM_028.wav,loop,7.869
PML_DPV8_SV_Hat_011.wav,hat,0.234
PML_DPV8_SV_Hat_005.wav,hat,0.18
PML_DPV8_SV_FX_028_134BPM_G#min.wav,fx,2.694
PML_DPV8_JS_Clap_018.wav,clap,0.5
PML_Organica_3_CajitaLoop_122BPM_007.wav,loop,7.869
PML_DPV8_ZM_FX_018.wav,fx,0.338
PML_Organica_3_Kick_015.wav,kick,0.369
PML_Organica_3_SmallPercLoop_122BPM_002.wav,perc,3.934
PML_Organica_3_Kick_001.wav,kick,0.495
PML_Organica_3_SmallPercLoop_122BPM_016.wav,perc,3.934
PML_Organica_3_TambourineLoop_122BPM_009.wav,loop,7.869
PML_DPV8_SV_Kick_034_A.wav,kick,0.469
PML_Organica_3_TambourineLoop_122BPM_021.wav,loop,3.934
PML_DPV8_ZM_FX_024.wav,fx,0.165
PML_Organica_3_TambourineLoop_122BPM_035.wav,loop,3.934
PML_BOEHMER_SNAP_009.wav,unknown,0.685
PML_DPV8_SV_Ride_009.wav,ride,0.326
PML_Organica_3_Tonal_OneShot_007_Eb.wav,unknown,3.689
PML_DPV8_JS_Uplifter_008.wav,unknown,8.0
PML_AH_Bass_007_121BPM_Cm.wav,bass,7.934
PML_DPV8_ZM_Hat_014.wav,hat,0.334
KM_WbR_LOWTOM_01.wav,tom,7.805
PML_DPV8_YM_Shaker_007.wav,unknown,0.392
PML_DPV8_YM_Clap_014.wav,clap,0.215
PML_DPV8_SV_Shaker_007.wav,unknown,0.242
PML_Organica_3_LayeredPercussion_014.wav,perc,0.135
PML_DPV8_ZM_Hat_028.wav,hat,0.166
PML_Organica_3_HatLoop_122BPM_026.wav,hat,3.934
PML_Organica_3_HatLoop_122BPM_032.wav,hat,3.934
KM_WbR_SC1_40.wav,unknown,3.902
PML_DPV8_SV_FX_012_125BPM.wav,fx,3.84
PML_Organica_3_BongoFill_122BPM_040.wav,unknown,1.967
PML_Organica_3_BongoLoop_122BPM_025.wav,loop,7.869
PML_AH_Tom_Loop_008_123BPM_Gmin.wav,loop,7.805
PML_Organica_3_BongoLoop_122BPM_031.wav,loop,7.869
KM_WbR_TAMB_05.wav,unknown,7.805
PML_Organica_3_Tonal_OneShot_011_Bb.wav,unknown,3.817
PML_Organica_3_Clap_018.wav,clap,0.251
PML_Organica_3_BongoLoop_122BPM_019.wav,loop,7.869
PML_AH_ShortSynth_015_120BPM_Dm.wav,unknown,4.0
PML_Organica_3_SnareLoop_122BPM_007.wav,snare,3.934
PML_Organica_3_VocalOneShot_amin_009.wav,vocal,7.131
PML_Organica_3_PercLoop_122BPM_033.wav,perc,3.934
PML_BOEHMER_TOPLOOP_013_122BPM.wav,loop,7.869
PML_DPV8_SV_FX_021_128BPM_F#min.wav,fx,15.0
PML_Organica_3_PercLoop_122BPM_027.wav,perc,1.967
PML_AH_Tamb_Loop_006_124BPM.wav,loop,7.742
PML_AH_Tom_Loop_010_123BPM_C#min.wav,loop,3.902
KM_WbR_FX_CYM_01.wav,fx,5.488
KM_WbR_SHAKS_SYS_40.wav,unknown,1.951
PML_BOEHMER_TOPLOOP_017_119BPM.wav,loop,16.134
KM_WbR_SHAKS_SYS_54.wav,unknown,1.951
KM_WbR_KICK_FLUKE.wav,kick,3.934
KM_WbR_TEXTURE_05.wav,unknown,22.195
KM_WbR_SHAKER_15.wav,unknown,15.61
PML_Organica_3_ShakerLoop_122BPM_002.wav,loop,3.934
PML_Organica_3_VocalOneShot_EbMaj_002.wav,vocal,16.173
PML_DPV8_SV_FX_037.wav,fx,0.448
KM_WbR_FX_OVER_03.wav,fx,7.869
KM_WbR_FX_045.wav,fx,6.341
PML_Organica_3_ShakerLoop_122BPM_016.wav,loop,3.934
KM_WbR_SHAKER_01.wav,unknown,15.61
KM_WbR_FX_OVER_02.wav,fx,7.869
KM_WbR_TEXTURE_10.wav,unknown,15.61
PML_Organica_3_ShakerLoop_122BPM_017.wav,loop,3.934
KM_WbR_FX_044.wav,fx,9.756
PML_Organica_3_VocalOneShot_EbMaj_003.wav,vocal,13.459
PML_Organica_3_ShakerLoop_122BPM_003.wav,loop,3.934
PML_BOEHMER_HATLOOP_018_119BPM.wav,hat,16.134
KM_WbR_SHAKER_14.wav,unknown,15.61
KM_WbR_TEXTURE_04.wav,unknown,22.195
PML_DPV8_SV_FX_036.wav,fx,0.882
PML_Organica_3_Tonal_OneShot_5_C.wav,unknown,3.948
KM_WbR_SHAKS_SYS_55.wav,unknown,1.951
KM_WbR_TALKING_01.wav,unknown,7.805
PML_DPV8_SV_Kick_016_G.wav,kick,0.929
KM_WbR_SHAKS_SYS_41.wav,unknown,1.951
PML_Organica_3_TonalOneShot_1_G.wav,unknown,12.99
PML_Organica_3_PercLoop_122BPM_026.wav,perc,3.934
PML_Organica_3_PercLoop_122BPM_032.wav,perc,3.934
PML_Organica_3_VocalOneShot_amin_008.wav,vocal,7.131
PML_Organica_3_BongoLoop_122BPM_018.wav,loop,7.869
PML_Organica_3_SnareLoop_122BPM_006.wav,snare,3.934
PML_Organica_3_Clap_019.wav,clap,0.308
PML_Organica_3_BongoLoop_122BPM_030.wav,loop,7.869
KM_WbR_TAMB_04.wav,unknown,7.805
KM_WbR_HATS_NWR.wav,hat,3.902
PML_Organica_3_BongoLoop_122BPM_024.wav,loop,7.869
KM_WbR_SC1_41.wav,unknown,3.902
PML_Organica_3_HatLoop_122BPM_033.wav,hat,3.934
PML_AH_Bass_009_124BPM_Gm.wav,bass,7.742
PML_Organica_3_HatLoop_122BPM_027.wav,hat,9.836
PML_DPV8_YM_Clap_015.wav,clap,0.5
PML_DPV8_YM_Shaker_006.wav,unknown,0.5
PML_AH_Conga_Loop_003_121BPM.wav,loop,7.934
PML_DPV8_ZM_Hat_029.wav,hat,0.496
PML_Organica_3_LayeredPercussion_015.wav,perc,0.286
PML_DPV8_SV_Shaker_006.wav,unknown,0.084
PML_Organica_3_LayeredPercussion_001.wav,perc,0.24
PML_DPV8_SV_Shaker_012.wav,unknown,0.242
PML_DPV8_YM_Clap_001.wav,clap,0.726
PML_DPV8_ZM_Hat_015.wav,hat,0.326
PML_DPV8_JS_Uplifter_009.wav,unknown,5.0
PML_BOEHMER_SNAP_008.wav,unknown,0.441
PML_DPV8_ZM_Hat_001.wav,hat,0.336
PML_DPV8_SV_Ride_008.wav,ride,0.345
PML_AH_Clap_Loop_007_124BPM.wav,clap,7.742
PML_DPV8_ZM_FX_031.wav,fx,0.349
PML_Organica_3_TambourineLoop_122BPM_034.wav,loop,3.934
PML_Organica_3_TambourineLoop_122BPM_020.wav,loop,3.934
PML_DPV8_ZM_FX_025.wav,fx,1.719
PML_AH_Kick_Loop_008_124BPM_A.wav,kick,7.742
PML_Organica_3_SmallPercLoop_122BPM_017.wav,perc,3.934
PML_Organica_3_TambourineLoop_122BPM_008.wav,loop,7.869
PML_DPV8_ZM_FX_019.wav,fx,0.341
PML_Organica_3_SmallPercLoop_122BPM_003.wav,perc,3.934
PML_Organica_3_Kick_014.wav,kick,0.436
PML_DPV8_JS_Clap_019.wav,clap,0.5
PML_DPV8_SV_Hat_004.wav,hat,0.238
PML_Organica_3_CajitaLoop_122BPM_006.wav,loop,7.869
PML_Organica_3_CongaFill_122BPM_022.wav,unknown,1.967
PML_DPV8_SV_Hat_010.wav,hat,0.499
PML_DPV8_JS_Closed_Hat_020.wav,hat,0.25
PML_Organica_3_TimbaleLoop_122BPM_029.wav,loop,7.869
PML_Organica_3_TimbaleLoop_122BPM_001.wav,loop,3.934
PML_DPV8_JS_Closed_Hat_008.wav,hat,0.25
PML_Organica_3_TimbaleLoop_122BPM_015.wav,loop,7.869
KM_WbR_HATS_SC1_06.wav,hat,3.902
PML_AH_Snare_Loop_004_121BPM.wav,snare,7.934
PML_DPV8_ZM_Clap_010.wav,clap,0.334
KM_WbR_TOM_05.wav,tom,1.0
PML_BOEHMER_PERCLOOP_013_122BPM.wav,perc,7.869
KM_WbR_TOM_11.wav,tom,1.0
KM_WbR_SHAK_26.wav,unknown,3.902
PML_DPV8_ZM_Clap_004.wav,clap,1.369
KM_WbR_SY_01.wav,unknown,15.484
KM_WbR_HATS_D_07.wav,hat,7.805
PML_Organica_3_CongaLoop_122BPM_047.wav,loop,7.869
PML_Organica_3_Tonal_OneShot_18_C.wav,unknown,2.951
PML_DPV8_SV_Perc_027.wav,perc,0.323
